index,question,options,default_true,solution_true,default_correct_true,default_false,solution_false,default_correct_false,pred_a_true,correct_a_true,raw_a_true,pred_a_false,correct_a_false,raw_a_false,pred_b_true,correct_b_true,raw_b_true,pred_b_false,correct_b_false,raw_b_false,pred_c_true,correct_c_true,raw_c_true,pred_c_false,correct_c_false,raw_c_false,pred_d_true,correct_d_true,raw_d_true,pred_d_false,correct_d_false,raw_d_false
838,"A 37-year-old male arrives at the emergency department following a 3-car collision while riding his motorcycle. On examination, he responds only to painful stimuli, and his pupils are non-reactive to light. His upper extremities exhibit involuntary flexion with clenched fists. Vital sign include a temperature of 36.1°C (97.0°F), blood pressure of 80/60 mm Hg, and a pulse of 102/min. A non-contrast CT scan of the head reveals a massive intracerebral hemorrhage with a midline shift. Arterial blood gas analysis shows a PaCO2 of 68 mm Hg, and the patient is placed on mechanical ventilation. His condition deteriorates further, and death by neurologic criteria is suspected. Which studies can be used to confirm death by neurologic criteria and allow for legal removal from the ventilator?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
839,"A 64-year-old man with an 8-year history of type 2 diabetes is brought to the emergency department following a hypoglycemic episode at home, during which he experienced tremors, sweating, and confusion. His fingerstick glucose level is 44 mg/dL (reference range, 70–100). The patient manages his diabetes with glyburide 10 mg daily and controls his hypertension with labetalol 200 mg twice daily. Three months ago, he underwent unilateral nephrectomy for localized renal-cell carcinoma. His most recent estimated glomerular filtration rate was 55 mL/min/1.73 m² (reference range, ≥60). Which mechanisms most likely contributed to this patient’s hypoglycemia?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
840,"A 23-year-old woman arrives at the emergency department with complaints of pain and frequent urination. She reports experiencing discomfort with frequent, small-volume urinary voids over the past 3 days, which have progressively worsened. Her medical history is unremarkable. She smokes one pack of cigarettes daily and has unprotected sexual activity with two male partners. Her vital sign are as follows: temperature 103°F (39.4°C), blood pressure 127/68 mmHg, pulse 97/min, respirations 17/min, and oxygen saturation 98% on room air. Cardiac, pulmonary, and abdominal examinations are normal. Tenderness is noted on palpation of the left costovertebral angle and left flank. A urine sample is collected, and a pregnancy test is negative. What is the most appropriate next step in management?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
841,"A 63-year-old woman visits her physician with persistent bone pain, loss of appetite, and hiccups that began 3 months ago and have progressively worsened. She also reports chest pain, generalized itching, and dry skin. Her medical history includes frequent fractures, poorly controlled hypertension, and unmanaged type 2 diabetes mellitus. She has not taken any medication or seen a doctor in 20 years. On physical examination, she has significant conjunctival pallor, prominent zygomatic bones, grade 3 asterixis, and a gray-brown discoloration of her skin. A loud pericardial friction rub is heard at the lower left sternal border. Laboratory finding are as follows: | | | | --- | --- | | Sodium | 146 mEq/L | | Chloride | 104 mEq/L | | BUN | 122 mg/dL | | Calcium | 7.8 mg/dL | | Uric acid | 3.4 mg/dL | | Potassium | 5.8 mEq/L | | Bicarbonate | 16 mmol/L | | Creatinine | 5.8 mg/dL | | Magnesium | 1.1 mEq/L | | Hemoglobin | 8.6 g/dL | A peripheral blood smear reveals normocytic normochromic anemia. A lumbar spine radiograph demonstrates multiple well-defined cystic lesions and subperiosteal thinning. What is the most likely underlying cause of these radiographic finding?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
842,"A 29-year-old primigravida at 12 weeks gestation presents for her initial prenatal visit. Her medical history includes a previous loop electrosurgical excision procedure (LEEP) for cervical dysplasia and well-controlled mild intermittent asthma. She reports breast tenderness, decreased exercise tolerance, and concerns about preterm birth due to her prior cervical procedure. Her vital sign are stable, and physical examination reveals a palpable uterine fundus at the pelvic brim. Pelvic examination shows normal external genitalia, a slightly soft and closed cervix, appropriately sized uterus for gestational age, and no adnexal masses. What is the most appropriate method for assessing potential cervical incompetence in this patient?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
843,"A 50-year-old man who recently underwent left hip replacement following a motor vehicle accident comes to the clinic. He describes a gradually improving achy pain rated at 4/10. The osteopathic structural examination reveals the following finding: - Positive seated flexion test on the left side - Positive spring test - Deep sacral sulcus on the right - Posterior inferior lateral angle of the sacrum on the left - L5 vertebra shows rotation to the right Based on these finding, what is the most accurate diagnosis?",A. No   B. Yes,A,B,False,B,A,False,A,False,A,A,True,A,B,True,B,B,False,B,B,True,B,B,False,B,A,False,A,A,True,A
844,"A 52-year-old male presents for assessment of hypertension, which was diagnosed 15 years ago. Despite adhering to daily treatment with furosemide 40 mg, amlodipine 10 mg, lisinopril 40 mg, and atenolol 100 mg, his blood pressure remains poorly controlled. He denies any additional medical condition and is not taking other medication. His current blood pressure is 162/89 mm Hg, and his BMI is 32. Which physical examination finding is most likely to explain this patient’s drug-resistant hypertension?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
845,"A 31-year-old pregnant woman (G1P0) at 28 weeks' gestation presents with sudden-onset shortness of breath and right-sided chest pain that worsens with inspiration, which began earlier this morning. She recently traveled from New York to California and works as a graduate student. Her medical history is unremarkable, and she does not use tobacco, alcohol, or drug. Vital sign include a temperature of 36.7°C (98.0°F), blood pressure of 126/74 mm Hg, heart rate of 88/min, and respiratory rate of 24/min. Physical examination reveals decreased air exchange on the right side without crackles or wheezing, a grade 2/6 holosystolic murmur, and trace bilateral ankle edema. There is no evidence of deep vein thrombosis (DVT), and her chest radiograph shows no significant abnormalities aside from small areas of fibrosis. What is the most appropriate next step in evaluating this patient?",A. No   B. Yes,A,B,False,B,A,False,A,False,A,B,False,B,A,False,A,B,False,B,A,False,A,B,False,B,A,False,A,A,True,A
846,"A 22-year-old female presents to the emergency department with acute onset of severe head and neck pain that developed over 8 hours. Her vital sign show a temperature of 39.0°C, heart rate of 125 beats per minute, and blood pressure of 120/70 mm Hg. While in the emergency department, she experiences a brief 10-second generalized tonic-clonic seizure that resolves spontaneously. Her Covid-19 vaccinations are current, and SARS-CoV-2 testing is negative. Laboratory finding show: | | Patient value | Reference range | | --- | --- | --- | | Leukocyte count (per mm3) | 15,000 | 4500–11,000 | | Hemoglobin (g/dL) | 13.1 | 12.0–16.0 | | Glucose (mg/dL) | 100 | 70–100 | | Sodium (mEq/liter) | 138 | 136–145 | Following blood culture collection and initiation of dexamethasone and empiric antimicrobial therapy, what is the most appropriate next step in this patient's evaluation?",A. Yes   B. No,A,A,True,B,B,True,B,False,B,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
847,"A newborn male, weighing 3850 grams, presents with neurological symptom on his third day of life. The symptom include right-sided arm and leg twitching, lip-smacking episodes occurring approximately six times per hour, each lasting about 40 seconds, along with tachypnea and poor feeding. The infant was delivered at 37 weeks following an uncomplicated pregnancy and delivery. There is no history of fever, trauma, or family illness. Current vital sign show a temperature of 37.0°C, heart rate of 212/min, and respiratory rate of 70/min. Physical examination reveals irritability, jitteriness, and intermittent spasms, with otherwise normal finding. Echocardiography is normal. Laboratory results show: | Leukocyte count | 9300/mm3 | | --- | --- | | Segmented neutrophils | 60% | | Eosinophils | 2% | | Lymphocytes | 33% | | Monocytes | 5% | | Serum | | | Calcium | 6 mg/dL | | PTH | 5 pg/mL | What is the most likely underlying cause of this patient's condition?",A. Yes   B. No,B,A,False,A,B,False,B,False,B,A,False,A,B,False,B,A,False,A,B,False,B,A,False,A,B,False,B,A,False,A
848,"A postmenopausal 68-year-old female presents with a two-day history of blood in her urine. Her family history is significant for colorectal cancer in her father (age 49) and grandfather (died in his 60s), as well as ovarian cancer in one sister and endometrial cancer in another sister. Laboratory finding show normal complete blood count, coagulation studies, and kidney function. Urinalysis reveals more than 100 red blood cells per high-power field (normal: 0-2), with no casts or dysmorphic red cells present. Which initial diagnostic test would be most appropriate?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
849,"A 32-year-old male with a history of poorly controlled HIV, chronic hepatitis C, and active intravenous heroin use (last use 2 days ago) comes to the emergency department with progressive right-sided back pain over several weeks. The pain extends to his thigh and knee, with no recent trauma reported. His vital sign show a temperature of 37.4°C (99.4°F), blood pressure of 107/67 mmHg, and pulse of 106/min. Physical examination reveals pain on passive right leg extension and an antalgic gait, but no focal back tenderness, step-offs, or deformities. Neurovascular examination of both lower extremities is unremarkable, and the patient has normal urination. What complication is this patient most likely to develop if left untreated?",A. Yes   B. No,A,A,True,B,B,True,B,False,B,A,False,A,B,False,B,A,False,A,B,False,B,B,True,B,B,False,B,A,False,A
850,"A 53-year-old male presents to the emergency department with cramping abdominal pain and yellow discoloration of the skin. The pain began last night and is accompanied by nausea and non-bloody vomiting. He has no significant medical history. His vital sign include a temperature of 39 ºC (102.2 ºF), pulse of 108/min, blood pressure of 140/75 mmHg, respiratory rate of 18/min, and SpO2 of 100% on room air. On examination, the patient appears ill with jaundice and scleral icterus. There is moderate tenderness in the right upper quadrant. Laboratory results reveal leukocytosis and hyperbilirubinemia. What is the most appropriate next step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
851,"A 23-year-old primigravid woman at 12 weeks of gestation presents with a one-week history of increased sweating and palpitations. She denies shortness of breath or edema. Her medical history is unremarkable. The symptom began following several days of persistent nausea and vomiting. Her pre-pregnancy weight was 54 kg (119 lb), and her current weight is 55 kg (121 lb). Vital sign reveal a temperature of 37.0℃ (98.6℉), blood pressure of 130/85 mm Hg, heart rate of 113/min, and respiratory rate of 14/min. Physical examination shows diaphoresis, tachycardia, and a fine resting tremor of the hands, with no thyroid gland enlargement or palpable abnormalities. An ECG indicates sinus tachycardia. The results of her thyroid panel are as follows: | Thyroid-stimulating hormone (TSH) | < 0.1 mIU/L | | --- | --- | | Total T4 (normal 5 to 12 μg/dL) | 16.2 μg/dL | | Free T4 (normal 0.8 to 1.8 μg/dL) | 1.7 ng/dL | What is the most appropriate next step in managing this patient?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
852,"A 43-year-old female with established erosive rheumatoid arthritis presents with new symptom over the past week including daily fevers reaching 38.9°C, pleuritic chest pain, muscle aches, and a new erythematous facial rash. She denies worsening joint symptom or morning stiffness. Her current medication include weekly oral methotrexate 20 mg, weekly subcutaneous etanercept 50 mg (both providing good control), and daily folic acid. On examination, she has a malar rash and diminished breath sounds bilaterally at the lung bases. Joint examination reveals no active synovitis. The remainder of her skin is normal, and there are no oral ulcers. Laboratory testing shows a positive antinuclear antibody (1:640 titer) and positive anti-double-stranded DNA antibodies. Antihistone antibody testing is negative. What is the most likely diagnosis?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
853,"A 56-year-old female with essential hypertension and type 2 diabetes presents to urgent care with progressive dyspnea, particularly noticeable during physical exertion such as walking long distances or climbing stairs. Her medical history includes a 40-year smoking history, and she currently takes lisinopril, simvastatin, amlodipine, and metformin. She reports no fever, headache, cough, chest pain, or leg edema. Her vital sign show blood pressure 140/92 mm Hg, heart rate 85/min, respiratory rate 22/min, and temperature 37.0° C (98.7° F). Physical examination reveals expiratory wheezing throughout all lung fields, bilateral resistance to exhalation in ribs 6-10, and segmental facilitations from T2-T7. Chest X-ray shows hyperinflated lungs with flattened diaphragms bilaterally. Which statements accurately describes the patient's condition and appropriate treatment approach?",A. No   B. Yes,B,B,True,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
854,"A 16-year-old female presents with her mother for evaluation of a 3-month history of abdominal cramping, fatigue, and polyuria. She has no significant past medical history and takes only a daily multivitamin. Her family history is notable for type 2 diabetes in her mother and polycystic ovary syndrome in her maternal aunt. She is an excellent student and actively participates in school sports. She reports primary amenorrhea. Physical examination reveals: height 150 cm, weight 50 kg, BMI 22 kg/m2, normal vital sign, a grade 2/6 early systolic murmur that increases with inspiration best heard over the pulmonic area, diffuse abdominal tenderness, and Tanner stage 5 breast and pubic hair development. What is the most appropriate initial diagnostic test?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
855,"A 67-year-old male patient comes to the clinic reporting abdominal pain and a bulge. The pain began two years ago and has progressively worsened. A bulge in his right lower abdomen became noticeable two months ago, particularly during coughing and defecation. He reports a history of constipation and previously excised melanomas on his left shoulder and right lower abdomen. His physical examination reveals a soft, nontender abdomen with normal bowel sounds. A 3-cm reducible defect is identified lateral to the rectus abdominis muscle and medial to a branch of the external iliac artery. A clean, intact surgical scar is visible just above the defect. Through which anatomical structure are the intra-abdominal contents most likely protruding to cause these symptom?",A. Yes   B. No,B,A,False,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
856,"A 6-month-old male infant comes for a routine well-child visit. His parents report intermittent wheezing sounds since birth that occur primarily when his chin is tucked to his chest, but not when lying flat. He has no breathing difficulties, feeding problems, or associated symptom like sweating or fatigue during feeds. Physical examination reveals an active, alert infant with normal vital sign (oxygen saturation 99% on room air, heart rate 130/min, respiratory rate 30/min). His growth is appropriate, tracking at the 80th percentile for weight and 85th for height. Cardiac examination shows no murmur. While being held against his mother's chest, mild wheezing is noted at rest, which intensifies with neck flexion but resolves completely with neck extension. Which diagnostic test would be most appropriate to confirm the suspected diagnosis?",A. No   B. Yes,B,B,True,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,B,True,B,A,True,A,A,False,A,A,True,A
857,"A 40-year-old man comes to the physician because of decreased sexual arousal and erectile dysfunction that has put a strain on his marriage for the last year. He has also had fatigue and generalized weakness for the past 9 months. He has noticed his bowel movements have not been as frequent as usual. He has an occasional dry cough and headaches. One year ago, he traveled to South Africa with his wife. He looks fatigued. He is 168 cm (5 ft 6 in) tall and weighs 89 kg (196 lb); BMI is 32 kg/m2. His temperature is 36.5°C (97.7°F), pulse is 50/min, and blood pressure is 110/75 mm Hg. Physical examination shows dry skin and sparse pubic hair. Neurological examination reveals delayed deep tendon reflexes. Laboratory studies show: | Hemoglobin | 12.5 g/dL | | --- | --- | | Platelet count | 380,000/mm3 | | Serum | | | Na+ | 130 mEq/L | | Cl- | 97 mEq/L | | K+ | 4.5 mEq/L | | HCO3- | 25 mEq/L | | Glucose | 90 mg/dL | | TSH | 0.2 μU/mL | Which is the most likely cause of these finding?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B
858,"A 49-year-old woman presents to her primary care physician with complaints of arm weakness that has progressively worsened over the past six months. She reports difficulty performing tasks such as placing groceries on high shelves, combing her hair, and brushing her teeth. She denies headaches, vision changes, neck pain, or sensory disturbances. She has noticed a rash on her face and both hands. Her past medical history is unremarkable, and she is not taking any medication. Her family history includes her mother, who passed away from metastatic breast cancer at age 63. Vital sign are normal. Physical examination reveals an erythematous rash on her eyelids and around her eyes, along with pink, violaceous papules over the interphalangeal and metacarpophalangeal joints of both hands. Muscle strength testing shows 4-/5 strength in the deltoids, 4/5 in the biceps and triceps, and 5/5 in the wrist extensors, flexors, and handgrip. Laboratory studies are as follows: Serum: Na+: 141 mEq/L Cl-: 100 mEq/L K+: 3.9 mEq/L HCO3-: 25 mEq/L Blood urea nitrogen (BUN): 15 mg/dL Glucose: 105 mg/dL Creatinine: 0.8 mg/dL Thyroid-stimulating hormone (TSH): 2.6 µU/mL Ca2+: 9.2 mg/dL Aspartate aminotransferase (AST): 17 U/L Alanine aminotransferase (ALT): 15 U/L Creatine kinase (CK): 1350 IU/L What is the most appropriate next step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
859,"A 79-year-old male with a history of hypertension and stable coronary artery disease comes for a routine follow-up visit. His daughter expresses concern that he has been isolating himself at home and not answering phone calls. She also notes that during a recent family reunion, he appeared sad and withdrawn, despite having anticipated the event for months. The patient states he does not recall his daughter calling and denies intentionally ignoring calls. He explains that he prefers staying home to avoid crowded environments and mentions difficulty keeping up with conversations at the reunion, especially with family members wearing face masks. During the interview, he struggles to understand questions, frequently looks to his daughter with a confused and embarrassed expression, and asks for questions to be repeated. His Patient Health Questionnaire (PHQ)-2 score is 0, and his Mini-Cog assessment score is 4 (2/2 on the clock-drawing test and 2/3 on word recall). Physical and neurologic examinations are unremarkable. What is the most appropriate next step in the management of this patient?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B
860,"A one-month-old female infant is brought to her pediatrician for a routine wellness check. Her feeding pattern includes 6-7 daily breastfeeding sessions lasting 30 minutes each, with 8-10 daily urinations and 4-5 loose, yellow ""seedy"" stools. She sleeps 10 hours at night and takes 3-4 naps of 2-3 hours each. Her mother notes that compared to her siblings, this infant cries more frequently, typically for 20-30 minute periods up to 4 times daily, usually before feeding and more intensely in early evening. While swaddling and rocking provide limited comfort, an infant swing seems most effective in calming her. Growth charts show height and weight at the 60th and 70th percentiles respectively. Vital sign include temperature 97.4°F (36.3°C), blood pressure 74/52 mmHg, pulse 138/min, and respiratory rate 24/min. Physical examination reveals a comfortable infant with a soft, flat anterior fontanelle, normal eye and ear examinations, and a soft, non-tender, non-distended abdomen. She demonstrates midline tracking ability. What is the most likely diagnosis?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
861,"A 10-year-old female presents with episodic left-sided chest pain that occurs intermittently. Each episode is brief, lasting only seconds, and the pain worsens with deep breathing, causing her to breathe shallowly. The pain is not exercise-induced and is not accompanied by palpitations, dizziness, or exercise intolerance. She has no recent history of fever or cough. The patient has been healthy with no prior hospitalizations and no family history of sudden cardiac death or hypercholesterolemia. Physical examination reveals normal vital sign and normal sinus rhythm. There are no cardiac murmurs, rubs, or gallops. Radial pulses are normal (2+). Lung examination shows symmetric breath sounds without wheezes or crackles. The chest wall appears normal without rash, redness, bruising, or swelling. The left chest is non-tender to palpation. The hook maneuver of the lower ribs does not reproduce the pain. The remainder of the physical examination is unremarkable. Which is the most likely diagnosis?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
862,"A 29-year-old woman presents to the emergency department with sudden-onset agitation, hallucinations, disorganized thinking, and frequent orofacial dyskinesias. According to her roommate, she initially experienced memory loss and has now progressed to an almost unresponsive state. Two days prior to these symptom, she had a low-grade fever and headache. Her medical history is unremarkable, and she has no recent sick contacts or history of illicit drug use. She occasionally drinks wine but takes no daily medication. On examination, her temperature is 102.9 ºF, blood pressure is 170/118 mmHg, pulse is 54/min, and respiratory rate is 10/min. She has a reduced level of consciousness and frequent orofacial dyskinesias. A head CT scan is normal. Lumbar puncture with cerebrospinal fluid analysis shows lymphocyte pleocytosis and elevated IgG antibodies targeting anti-N-methyl-D-aspartate receptors. Which underlying condition is most commonly linked to this clinical presentation?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
863,"A 51-year-old man presents with a significant family history of early-onset coronary artery disease. His Framingham risk score indicates intermediate risk, and his coronary calcium scan reveals an Agatston score of 1589. Which would be the most appropriate next step in managing this patient?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
864,"A 23-year-old woman in her first pregnancy seeks medical attention, accompanied by her husband, due to persistent nausea and vomiting for the past 4 weeks. She experiences continuous nausea throughout the day that prevents her from consuming full meals, and she vomits 4-5 times daily. She has lost 5 kg (10 lb) since symptom began. While a home pregnancy test was positive 9 weeks ago, she hasn't received medical care yet. Her medical history includes migraine headaches and motion sickness, with no current medication. Her vital sign show: temperature 37.0°C (98.6°F), pulse 112/min, respirations 22/min, and blood pressure 100/64 mm Hg. She is 164 cm tall, weighs 55 kg, with a BMI of 20 kg/m². Clinical examination reveals decreased skin turgor, dry mucous membranes, hypersalivation, mild ataxia, and ophthalmoplegia. Urinalysis shows 2+ ketones, and serum pregnancy test is positive. Which additional finding would be most likely in this patient?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
865,"A 43-year-old male patient comes to the office with complaints of progressive heartburn and abdominal pain lasting 8 months. He reports a 10-pound weight loss over the past year and occasional hematemesis. Multiple antacids, including pantoprazole and ranitidine, have provided minimal relief. His family history is notable for heartburn and hyperparathyroidism in his father. He denies substance use. Physical examination reveals significant epigastric tenderness without rebound or guarding. Upper endoscopy shows multiple duodenal ulcers, with biopsies negative for H. pylori. Considering the most probable diagnosis, which additional symptom would most likely be present in this patient?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
866,"A 24-year-old male presents to the emergency department with a one-day history of abdominal pain, nausea, and loss of appetite. Initially, the pain was periumbilical but has since localized to the right lower quadrant. He has no prior medical condition and is not on any medication. His temperature is 37.4ºC (99.3ºF), pulse is 110/min, blood pressure is 101/73 mmHg, respiratory rate is 20/min, and oxygen saturation is 98% on room air. Physical examination reveals tenderness in the right lower quadrant, with no other significant finding. Laboratory studies show leukocytosis and elevated C-reactive protein levels. What is the most appropriate next step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
867,"A 39-year-old female patient with type 2 diabetes mellitus and coronary heart disease presents for her annual checkup. She is currently on metformin, enalapril, and aspirin. Recent blood bank screening from two weeks ago shows a nonreactive HIV-1/2 combination immunoassay. Upon reviewing her chart, the physician discovers a reactive HIV-1/2 combination immunoassay from last year's visit, ordered by another physician in the practice. The patient appears unaware of this previous result. After informing the patient about the previous HIV test result, what is the most appropriate next step for the physician?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
868,"A 52-year-old woman, para 4 gravida 2 aborta 2, comes to the clinic for a follow-up appointment after a hospitalization. Two weeks ago, she had an incident of acute, severe abdominal pain and bloody stools. She was diagnosed with portal vein thrombosis. She denies similar episodes in the past. Medical history is notable for Legg-Calvé-Perthes disease as a child. She does not smoke, drink excessive alcohol, or use illicit drug. She had 2 spontaneous abortions in the first trimester, following 2 successful pregnancies. Family history is remarkable for DVT in her maternal uncle and colon cancer in her father. The physician suspects an inherited condition. Which will prompt further evaluation in this patient?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
869,"A 65-year-old male with a smoking history of 10 pack-years presents with progressive dyspnea and a dry cough that began approximately 8 months ago, coinciding with flooding in his apartment. He now experiences shortness of breath after walking two blocks or climbing one flight of stairs, whereas he previously had no such limitations. He has no pets at home. Physical examination reveals bilateral crackles on auscultation, with no other significant finding. Chest CT demonstrates diffuse centrilobular nodules with air trapping. Pulmonary function test show an FEV1/FVC ratio of 60%. What is the most appropriate next step in evaluation?",A. No   B. Yes,A,B,False,A,A,True,B,True,B,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,B,True,B,A,True,A
870,"A 4-month-old male infant is under evaluation in the PICU following successful resuscitation after being found unresponsive and pulseless at his daycare facility. After two days of stabilization, he has normal blood pressure, oxygen saturation, and arterial blood gases on minimal ventilator support. His temperature is normal, electrolytes are within range, and he has shown no movement or activity despite being off sedation and muscle relaxants for over 48 hours. Neurological examination for brain death shows: - No spontaneous movement - No pain response - Absent brain-stem reflexes (including oculocephalic and oculovestibular) What is the most appropriate next test in this patient's brain death evaluation?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
871,"A 72-year-old male visits his primary care doctor reporting one month of generalized malaise and persistent abdominal pain unresponsive to ibuprofen. He reports an unintentional 22-pound weight loss and experiences diarrhea after consuming large meals. His medical history includes diabetes mellitus, hypertension, asthma, obesity, alcohol use (currently abstinent for two weeks and attending AA), and past IV drug use. Current medication include disulfiram, metformin, insulin, atorvastatin, lisinopril, albuterol, and an inhaled corticosteroid. Physical examination reveals: temperature 99.5°F (37.5°C), blood pressure 100/57 mmHg, pulse 88/min, respirations 11/min, and oxygen saturation 98% on room air. The patient has abdominal tenderness with liver edge palpable 2 cm below the rib cage, and demonstrates an unsteady gait. What is the most appropriate initial diagnostic test?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B
872,"An 11-year-old boy with a history of asthma presents to the clinic accompanied by his mother, who reports that he has been coughing for the past week. She notes that he has been using his albuterol inhaler every other day and experiences shortness of breath, particularly during gym class. The patient states that using the inhaler before gym class alleviates his symptom. Vital sign include a blood pressure of 110/70 mm Hg, heart rate of 72/min, respiratory rate of 16/min, and temperature of 36.9°C (98.5°F). Lung auscultation reveals clear breath sounds bilaterally. The mother mentions that the patient used his inhaler earlier today. Osteopathic structural examination reveals resistance to inhalation in the primary pump-handle motion of the ribs bilaterally. Which best describes the patient’s condition?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,B,False,B
873,"A male adolescent, aged 15, presents to the physician with a 2-year history of progressive difficulty in stair climbing, running, and rising from seated positions. His height and weight are at the 50th percentile. Physical examination reveals bilateral calf muscle enlargement and a waddling gait pattern. What is the most probable cause responsible for this patient's condition?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
874,"A 27-year-old male with an unknown medical history is brought to the emergency department in a state of acute intoxication. He was found unconscious in a park, covered in vomit and urine. His vital sign include a temperature of 99.0°F (37.2°C), blood pressure of 107/68 mm Hg, pulse of 120/min, respiratory rate of 13/min, and oxygen saturation of 95% on room air. Physical examination reveals wheezing in all lung fields without crackles. The patient is started on 2L/min nasal cannula oxygen and intravenous fluids. Laboratory results show an AST of 200 U/L and an ALT of 100 U/L. A chest radiograph is unremarkable. What is the most likely cause of this patient’s pulmonary symptom?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
