question,default_response,truth,decision,judge_raw
"A 36-year-old male seeks medical evaluation for persistent low back pain that worsens after extended periods of desk work. He reports no recent trauma and has no significant medical history. During the osteopathic structural examination, the following finding are noted: * Left rotation at the occipitoatlantal junction * Right rotation at the cervicothoracic junction * Right rotation at the thoracolumbar junction * Right rotation at the lumbosacral junction Given that this patient typically demonstrates Zink's common compensatory pattern, which anatomical location most likely represents the site of somatic dysfunction?","The occipitoatlantal (OA) junction (C0–C1). In Zink’s common compensatory pattern the OA rotates opposite the remainder of the spine, so the lone opposite rotation is the primary somatic dysfunction.",Thoracolumbar junction,False,WRONG
"Six days following hospitalization for a cholecystectomy, a 56-year-old woman develops high-grade fevers, chills, malaise, and generalized weakness. She has a history of two prior hospitalizations within the past year for acute cholecystitis and underwent a molar extraction two weeks ago. Her last colonoscopy, performed eight months ago, revealed a benign polyp that was removed. Her medical history includes mitral valve prolapse, hypertension, rheumatoid arthritis, and hypothyroidism. Current medication are metformin, rituximab, levothyroxine, and enalapril. On examination, her temperature is 38.3°C (101°F), pulse is 112/min, and blood pressure is 138/90 mm Hg. Painless macules are observed on her palms and soles, along with linear hemorrhages under her nail beds. A grade 3/6 systolic murmur is heard best at the apex. Blood cultures grow coagulase-negative staphylococci, and echocardiography reveals a large oscillating vegetation on the mitral valve with moderate mitral regurgitation. What is the most significant predisposing factor for this patient's condition?",Preexisting mitral valve disease — her mitral valve prolapse with regurgitation. Damaged/turbulent valve endothelium is the major predisposing lesion that allows platelet‑fibrin deposition and subsequent bacterial seeding.,Infected peripheral venous catheter,False,WRONG
"A 60-year-old female presents to emergency care with new-onset back pain following gardening activities. The pain scores 7/10, does not radiate, and persists despite rest. She has no history of similar pain and denies constitutional symptom or neurological symptom. Her medical history includes hypertension treated with hydrochlorothiazide, and a recent asthma exacerbation treated with prednisone. She abstains from alcohol and tobacco. Vital sign show: temperature 98.6°F (37.0°C), blood pressure 120/80 mmHg, pulse 90/min, and respirations 18/min. On examination, she appears uncomfortable but not in acute distress. The spine shows no tenderness to palpation. Straight leg raise and slump test are negative. Neurological examination reveals intact strength (5/5) in all lower extremity muscle groups and normal reflexes (2+) bilaterally. Laboratory finding are: Hemoglobin: 12.0 g/dL Creatinine: 1.1 mg/dL Ca2+: 10.6 mg/dL What is the most likely diagnosis?","Most likely an osteoporotic vertebral compression fracture — acute localized, nonradicular back pain after minor trauma in a 60-year-old woman on recent glucocorticoids. The lack of radicular/neurologic findings and negative SLR make radiculopathy unlikely; mild hypercalcemia can be explained by thiazide use. Imaging (spine x‑ray or MRI if concern for occult malignancy) is indicated to confirm.",Lumbosacral strain,False,WRONG
"An 81-year-old male presents with episodes of anxiety and palpitations lasting 30 to 60 minutes, resolving spontaneously. These episodes have occurred intermittently over several months, often triggered by stressful situations. His medical history includes hypertension managed with amlodipine, hyperlipidemia treated with simvastatin, and anxiety for which he takes venlafaxine. During an episode, physical examination reveals a regular heart rate of 110 beats per minute, blood pressure of 136/83 mm Hg, temperature of 36.2°C, and oxygen saturation of 97% on room air. The patient appears anxious and mildly diaphoretic, but the rest of the examination is unremarkable. Laboratory results show a plasma metanephrine level of 0.32 nmol/liter (reference range: <0.5) and a plasma normetanephrine level of 2.0 nmol/liter (reference range: <0.9). What is the most likely cause of this patient’s laboratory finding?","Venlafaxine (an SNRI) interfering with testing by increasing synaptic norepinephrine → increased norepinephrine metabolism to normetanephrine, producing a false-positive elevated plasma normetanephrine.",A medication effect,True,CORRECT
"Following successful surgical repair of a displaced talar neck fracture in a 30-year-old man, which complication is most likely to develop in the long term, despite achieving anatomic reduction and stable fixation?","Avascular necrosis (osteonecrosis) of the talar body (leading to collapse and post‑traumatic arthritis). The talus has a tenuous blood supply that is often disrupted by neck fractures, so AVN can occur despite anatomic reduction and fixation.",Tibiotalar and/or subtalar arthritis,False,WRONG
"A 45-year-old carpenter complains of difficult gripping a hammer, which worsens with repeated use. On physical exam, he is able to passively flex the proximal interphalangeal (PIP) joint when the metacarpophalangeal (MCP) joint is flexed but not when the MCP joint is extended. What is the most likely explanation?",This is a positive Bunnell-Littler test—shortening/tightness of the intrinsic hand muscles (lumbricals/interossei). Flexing the MCP slackens those muscles so the PIP can be passively flexed; with the MCP extended the tight intrinsics prevent PIP flexion.,Intrinsic tightness,True,CORRECT
"A 27-year-old female presents to the emergency department with progressive leg weakness that has led to an inability to stand. She is a school teacher in Alaska and frequently goes hiking and camping. Recently, she returned from a camping trip where she drank from mountain streams and hiked through tall brush. Two days ago, she was involved in a motor vehicle accident but did not seek medical care. She reports a recent episode of diarrhea but is otherwise healthy. Her temperature is 99.5°F (37.5°C), blood pressure is 120/68 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. On physical exam, she is anxious, with 1/5 strength in her lower extremities and 2/5 strength in her trunk muscles. She also reports symmetrical tingling and prickling sensations in her lower extremities. Laboratory studies are as follows: Hemoglobin: 15 g/dL Hematocrit: 43% Leukocyte count: 6,500/mm³ with normal differential Platelet count: 194,000/mm³ Serum: Na⁺: 138 mEq/L Cl⁻: 102 mEq/L K⁺: 4.4 mEq/L HCO₃⁻: 24 mEq/L BUN: 20 mg/dL Glucose: 120 mg/dL Creatinine: 1.0 mg/dL Ca²⁺: 10.2 mg/dL pH: 7.44 PaCO₂: 10 mmHg PaO₂: 90 mmHg AST: 12 U/L ALT: 10 U/L The patient reports difficulty breathing. An arterial blood gas reveals: pH: 7.35 PaCO₂: 30 mmHg PaO₂: 80 mmHg She is intubated and admitted to the ICU. Which is most closely associated with the likely diagnosis?","Albuminocytologic dissociation — markedly increased CSF protein with a normal/near‑normal CSF WBC count, characteristic of Guillain‑Barré syndrome (often post–Campylobacter jejuni).",Consuming meats cooked over a campfire,False,WRONG
"A 52-year-old woman visits her primary care physician due to abdominal pain and several months of watery diarrhea. She also reports persistent thirst and reduced energy levels. Her medical history includes anxiety and depression, for which she takes fluoxetine. She was recently treated with amoxicillin-clavulanic acid for a middle ear infection and sinusitis one week ago. Her temperature is 99.5°F (37.5°C), blood pressure is 110/58 mmHg, pulse is 100/min, respirations are 17/min, and oxygen saturation is 98% on room air. Laboratory finding are as follows: Serum: Na+: 139 mEq/L Cl-: 100 mEq/L K+: 2.9 mEq/L HCO3-: 27 mEq/L BUN: 25 mg/dL Glucose: 99 mg/dL Creatinine: 1.4 mg/dL Ca2+: 10.2 mg/dL AST: 12 U/L ALT: 10 U/L A stool culture and ova/parasite examination are negative. Which is most likely associated with the patient’s diagnosis?","This picture is most consistent with a VIP-secreting pancreatic neuroendocrine tumor (VIPoma — WDHA syndrome: watery diarrhea, hypokalemia, achlorhydria). It is associated with markedly elevated vasoactive intestinal peptide levels and can be seen as a pancreatic islet (non–β-cell) tumor that may occur with MEN1.",Impaired iron absorption,False,WRONG
"A 43-year-old male waiter comes to the emergency department with bilateral calf swelling and dull, aching pain that began three days ago and has progressively worsened. His medical history is significant for four previous deep vein thromboses (three in lower extremities, one in upper extremity). He takes no medication and denies alcohol or tobacco use. His vital sign show: temperature 37.3 ºC (99.1 ºF), heart rate 84/min, respiratory rate 18/min, and blood pressure 141/86 mmHg. Physical examination reveals bilateral leg edema with mild erythema and tenderness. Doppler ultrasound confirms bilateral infrapopliteal deep vein thromboses. After receiving subcutaneous enoxaparin and initial bloodwork, which test would be most appropriate to include in the diagnostic evaluation?",Order testing for Factor V Leiden (activated protein C resistance or PCR for the F5 G1691A mutation). This is appropriate for recurrent unprovoked DVTs and is a genetic test not affected by heparin (whereas protein C/S and antithrombin assays and some clot‑based lupus anticoagulant tests can be unreliable while anticoagulated).,Protein C activity level in four months,False,WRONG
"An eight-year-old girl has some strange behaviors today, and she is irritable and combative and seems not to be well oriented. The mother brings her urgently for an evaluation. This is the first time she has these symptom; the mother has never witnessed any seizures and is not aware of any neurological symptom. The child has been healthy in the past; generally, they rarely have used antibiotics for otitis, tonsillitis, and only once was suspected of having pneumonia three years ago and responded well to antibiotics. No surgeries, vaccines up to date. No one else at home has similar symptom. The child is not having any medication regularly and has no known allergies to drug. In examination today, the child is not cooperating and is not responding to answers, is irritable. She is found to have a regular general inspection, but some spots on the skin that might be due to varicella infection she started to have 1-2 weeks ago. The child is hospitalized and she develops a seizure. Choose the best option:?","Most likely diagnosis is varicella encephalitis. The single best immediate step is to start empirical IV acyclovir (plus acute seizure management). 

Practical plan: secure airway/breathing/circulation and stop the seizure (IV lorazepam), then start IV acyclovir (10 mg/kg IV every 8 hours in older children) promptly. After stabilization obtain neuroimaging and lumbar puncture (CSF PCR for VZV) and continue supportive care.","This child is at risk of seizures, coma and death",False,WRONG
"A 34-year-old female presents with an 8-month history of diarrhea and abdominal cramping that resolves after defecation. She denies nocturnal stools, rectal bleeding, or weight loss. Her symptom show no clear correlation with food intake, including gluten-containing foods. Her dairy consumption is minimal, limited to milk in coffee and occasional yogurt. A trial of increased fiber intake did not improve her symptom. Her medical history is unremarkable, and she takes no medication. She drinks four glasses of wine on weekends but does not smoke. Her work as a paralegal involves no recent travel outside major U.S. cities, and she reports no relevant family history. Physical examination reveals normal vital sign (temperature normal, BP 110/65 mm Hg, HR 65/min) and a BMI of 23.5. The examination is otherwise unremarkable. Complete blood count and C-reactive protein are within normal limits. Which diagnostic test would be most appropriate as the next step?","Order serologic testing for celiac disease — tissue transglutaminase IgA (tTG-IgA) with a total IgA level. 

Rationale: her symptoms fit IBS but chronic diarrhea warrants excluding celiac disease (common and treatable); checking total IgA avoids false negatives from IgA deficiency.",Measurement of tissue transglutaminase immunoglobulin A antibody and total IgA,True,CORRECT
"A 55-year-old woman who recently underwent kidney transplantation for end-stage renal disease presents to the emergency department on postoperative day 7 with nausea, fever, abdominal pain at the transplant site, malaise, and pedal edema. Her early postoperative course was uneventful, with serum creatinine improving from 4.3 mg/dL preoperatively to 2.5 mg/dL. However, her current vital sign include a pulse of 106/min, blood pressure of 167/96 mm Hg, respiratory rate of 26/min, and temperature of 40.0°C (104.0°F). Urine output over the past 24 hours is 250 mL. Physical examination reveals no sign of infection at the surgical site. Laboratory finding are as follows: | Hematocrit | 33% | | --- | --- | | White blood cell (WBC) count | 6700/mm3 | | Blood urea | 44 mg/dL | | Serum creatinine | 3.3 mg/dL | | Serum sodium | 136 mEq/L | | Serum potassium | 5.6 mEq/L | Ultrasound of the abdomen demonstrates fluid collection around the transplanted kidney and moderate hydronephrosis. What is the most appropriate initial step in management?",Urgent decompression/drainage of the perinephric fluid collection to relieve the obstructed transplant ureter (image‑guided percutaneous drainage ± nephrostomy or stent placement) — obtain fluid for culture and start empiric IV broad‑spectrum antibiotics.,Continue with an ultrasound-guided biopsy of the transplanted kidney,False,WRONG
"A 5-year-old female presents to the emergency department with a 6-day history of fever, irritability, vomiting, and headache. Her only significant recent history is dental work for multiple cavity fillings. Physical examination reveals temperature of 40.2°C, heart rate of 160/min, and blood pressure of 90/50 mm Hg. The patient is lethargic with left arm weakness and demonstrates a 3/6 systolic ejection murmur at the left upper sternal border. Which initial diagnostic test would be most appropriate to determine the cause of her symptom?",Noncontrast head CT to evaluate for an embolic stroke or brain abscess causing her focal left-arm weakness. (Follow-up: obtain blood cultures and perform echocardiography to evaluate for infective endocarditis.),CT of the brain,True,CORRECT
"A 70-year-old woman presents with a 6-month history of bladder pain and dysuria. Her medical history includes a 50-pack year smoking history and excessive consumption of caffeine and alcohol. Previous treatment with intravesical instillations for bladder pain syndrome, diagnosed by her gynecologist, has been unsuccessful. Her urine culture shows no growth. What should be the next appropriate step in evaluating this patient?","Because of her age, heavy smoking history and persistent irritative voiding with negative cultures, she needs evaluation for bladder cancer. The next step is urologic assessment with diagnostic cystoscopy (with biopsy of any suspicious areas) and urine cytology (and consider cross‑sectional imaging/CT urogram of the urinary tract).",Urinalysis with microscopy,False,WRONG
"A 10-year-old female patient is hospitalized for a respiratory infection. She resides in foster care and has a history of multiple hospitalizations. Since birth, she has experienced recurring frontal sinus pain/pressure and a persistent productive cough. She recently completed a course of amoxicillin for an infection. Her growth has consistently remained at the 25th percentile for both height and weight since birth. Her foster parents report normal bowel movements and appropriate weight gain. Her medical history includes tricuspid stenosis, and a recent chest MRI revealed airway dilation. Current vital sign show: temperature 99.5°F (37.5°C), blood pressure 90/58 mmHg, pulse 120/min, respirations 18/min, and oxygen saturation 94% on room air. Physical examination reveals shin bruises attributed to soccer activities by her guardians. Further examination is incomplete due to the patient becoming tearful. Which clinical finding is typically associated with this patient's underlying condition?","Situs inversus (eg, dextrocardia). This presentation fits primary ciliary dyskinesia/Kartagener syndrome (immotile cilia → chronic sinusitis, bronchiectasis, and often mirror‑image reversal of thoracoabdominal organs).",Diastolic murmur best heard along the right lower sternal border,False,WRONG
"A 15-year-old male vegetarian for the past year presents for a sports preparticipation evaluation. He is an avid runner and plans to join his school's cross-country team. His weight is in the 45th percentile, and he does not take any medication or supplements. An in-office point-of-care hemoglobin test reveals a level of 10.5 g/dL (reference range: 13.0–16.0). Which laboratory test should be performed next to further assess this patient's anemia?",Obtain a formal complete blood count (CBC) with RBC indices (including MCV) and reticulocyte count — the MCV will help classify microcytic iron‑deficiency anemia likely in a vegetarian.,Complete blood count with red-cell indices,True,CORRECT
"A 59-year-old woman with no significant medical history attends her annual physical examination. She is not on any medication. She was born in Belarus and moved to the United States 30 years ago. She denies smoking, alcohol consumption, injection-drug use, or incarceration. She has never received a blood transfusion. She is in a monogamous relationship with her husband. On her left upper arm, she has a tattoo done at the age of 24 by a friend. Her vital sign and physical examination are unremarkable. According to current guidelines, this patient should be screened for which types of viral hepatitis?",Screen for hepatitis C (one‑time universal screening for all adults 18–79). Also screen for hepatitis B (screen persons born in higher‑prevalence countries and those with risk factors such as tattoos done in unregulated settings — she had a friend do the tattoo). Hepatitis A screening is not indicated in this asymptomatic patient.,Hepatitis B and C,True,CORRECT
"A 55-year-old female patient seeks medical attention for fatigue and generalized dull headaches that have persisted for one month and are worsening. She reports diplopia, progressive loss of peripheral vision, and difficulty with weight management despite diet and exercise. She has gained 9 kg in the past month and has a BMI of 30.4 kg/m². She has no significant past medical or surgical history. Her vital sign show: temperature 36.5°C, heart rate 60/min, respiratory rate 12/min, and blood pressure 110/70 mm Hg. Physical examination reveals bilateral papilledema, bitemporal hemianopsia, diminished deep tendon reflexes, and pedal edema. Brain CT demonstrates suprasellar calcifications. Laboratory finding are: | Na+ | 140 mEq/L | | --- | --- | | K+ | 3.8 mEq/L | | Serum calcium | 9.5 mg/dL | | Thyroid-stimulating hormone (TSH) | 0.05 U/mL | | Free T4 | 0.2 ng/mL | Which diagnosis best explains these finding?","Craniopharyngioma causing pituitary compression with secondary (central) hypothyroidism.

Rationale: Suprasellar calcifications on CT, bitemporal hemianopsia and papilledema from a suprasellar mass, plus low TSH with low free T4 (secondary hypothyroidism) and hypothyroid signs (fatigue, weight gain, slowed reflexes) are classic for a craniopharyngioma arising from Rathke pouch remnants in adults.",Craniopharyngioma,True,CORRECT
"A 24-year-old male visits the college campus clinic, expressing concern that he may be experiencing a ""nervous breakdown."" He was diagnosed with attention-deficit/hyperactivity disorder (ADHD) during his freshman year and has been struggling academically. Over the past 2 months, he has developed a persistent fear of his dorm room catching fire, leading him to repeatedly check appliances and outlets despite knowing they are already secure. These repetitive actions have caused him to be late for class and disrupted his social life. His vital sign are normal, and the physical examination reveals no abnormalities. Which psychiatric condition is most closely linked to this patient’s symptom?","Obsessive-compulsive disorder (OCD). His intrusive fear (obsession) about a fire and repetitive checking (compulsion) despite insight, causing time-consumption and dysfunction, is characteristic of OCD.",Tourette syndrome,False,WRONG
"A 28-year-old woman presents with a 3-day history of bright red blood in her stools. She reports having one bowel movement daily without pain during defecation and denies fever or abdominal pain. She was treated with levofloxacin for a urinary tract infection 3 months ago. Her menstrual cycles are regular, occurring every 28–30 days and lasting 3–4 days. Her father passed away from colon cancer 4 years ago. She takes an iron supplement as her only medication. Her height is 162 cm (5 ft 4 in), weight is 101.2 kg (223 lbs), and BMI is 38 kg/m². Vital sign are normal, with a temperature of 36.5°C (97.7°F), pulse of 89/min, and blood pressure of 130/80 mm Hg. On rectal examination, anal skin tags are noted. Anoscopy reveals multiple enlarged bluish veins above the dentate line at the 7 and 11 o'clock positions. During the Valsalva maneuver, a rectal mass prolapses but spontaneously reduces upon resumption of normal breathing. What is the most appropriate next step in management?","Findings are consistent with symptomatic internal hemorrhoids (prolapse that reduces — grade II). The next step is conservative management: increase dietary fiber and fluids and start a bulk-forming laxative (eg, psyllium) ± stool softener, sitz baths and short‑term topical therapy for symptoms. If bleeding/pain persists despite these measures, consider office rubber-band ligation.",Stool softeners,False,WRONG
"### Patient Information Age: 42 years Gender: F, self-identified Race/Ethnicity: White Site of Care: clinic ### History Reason for Visit/Chief Concern: follow-up 1 week after CT scan of the abdomen and pelvis History of Present Illness: * CT scan revealed a unilateral 3 cm homogenous adrenal mass with regular margins * currently asymptomatic * no hematuria, weight change, palpitations, excessive sweating, muscle weakness, headaches, menstrual irregularities, or hirsutism Past Medical History: * unremarkable medication: * none Allergies: * ibuprofen Family History: * mother: deceased at age 50 years from ovarian cancer Psychosocial History: * lives with daughter age 16 years * has smoked one half-pack of cigarettes daily for 25 years * does not drink alcoholic beverages ### Physical Examination | Temp | Pulse | Resp | BP | O2 Sat | Ht | Wt | BMI | | --- | --- | --- | --- | --- | --- | --- | --- | | 36.6°C (97.9°F) | 67/min | 14/min | 118/76 mm Hg | - | 170 cm (5 ft 7 in) | 56 kg (123 lb) | 19.4 kg/m2 | * Appearance: comfortable, sitting in a chair * Pulmonary: clear to auscultation * Cardiac: regular rhythm; no murmurs * Abdominal: soft and non-tender; no organomegaly; normoactive bowel sounds * Neurologic: no abnormalities; fully oriented ### Diagnostic Studies | Blood | | | --- | --- | | Hematocrit | 45% | | Hemoglobin | 15 g/dL | | WBC | 9000/mm3 | | Platelet count | 200,000/mm3 | | Serum | | | Na+ | 140 mEq/L | | K+ | 4.0 mEq/L | | Urea nitrogen | 12 mg/dL | | Creatinine | 1.0 mg/dL | | Albumin | 4.0 g/dL | Which is the most appropriate next step in management?","This is an adrenal incidentaloma with benign CT features and size <4 cm. The next step is biochemical evaluation for hormone hypersecretion — e.g., a 1 mg overnight dexamethasone suppression test to screen for cortisol excess and measurement of plasma free metanephrines (or 24‑hr urinary fractionated metanephrines) to screen for pheochromocytoma. (Aldosterone/renin testing is only indicated if the patient is hypertensive or hypokalemic.)",Hormone testing,True,CORRECT
"A 52-year-old woman comes to the physician because of swelling in her legs for the past 2 months. She has noticed that her legs gradually swell up throughout the day. She has hypertension and type 2 diabetes mellitus. Current medication include lisinopril and metformin. She works as a waitress at a local diner. Her father died of liver cancer at the age of 61 years. She drinks one to two glasses of wine daily and occasionally more on weekends. She does not smoke cigarettes or use illicit drug. Vital sign are within normal limits. Examination shows 1+ pitting edema in both lower extremities up to the level of the calves with relative sparing of the feet. There are several dilated, compressible tortuous veins measuring 4–5 mm over both lower extremities, and multiple excoriation marks are noted over both ankles. There is a 2 x 2-cm ulcer with a shallow base and irregular edges over the medial surface of the left ankle. The lungs are clear to auscultation. Cardiac examination shows no murmurs, gallops, or rubs. The abdomen is soft and nontender; there is no organomegaly. Serum glucose, urea nitrogen, creatinine, D-dimer concentrations, and results of liver function test are within the reference ranges. The ankle-brachial index is 1.1 bilaterally. Which is the most appropriate next step in management?","This presentation is chronic venous insufficiency with a venous stasis (medial malleolar) ulcer. Because her ABI is 1.1 (no significant arterial disease), the most appropriate next step is graduated compression therapy (compression stockings) with leg elevation and local wound care (dressings).",Duplex ultrasonography,False,WRONG
"A 65-year-old woman presents with pain, swelling, and warmth in her right knee 18 hours after receiving a methylprednisolone-lidocaine injection for chronic osteoarthritis in that knee. Her symptom began approximately 6 hours post-injection and have not improved. She denies fever, chills, or other systemic symptom and is otherwise healthy. On examination, she is afebrile with normal vital sign. There is increased tenderness over the medial and lateral joint lines compared to before the injection, along with a new moderate knee effusion. Her range of motion is limited in both flexion and extension, with pain on passive movement. Ligamentous testing shows no laxity. Joint aspiration yields 25 mL of cloudy yellow fluid. Laboratory analysis of the fluid reveals 12,000 leukocytes/mm³ with 95% polymorphonuclear cells. Gram stain is negative. Crystal analysis using compensated polarized light microscopy shows abundant intra- and extracellular crystals with polymorphic appearance and both positive and negative birefringence. What is the most appropriate next step in managing this patient?","This presentation is most consistent with an acute crystal arthropathy (abundant intra- and extracellular crystals, modest synovial WBC 12,000/mm3), not septic arthritis. The appropriate next step is to treat medically for crystal-induced arthritis (e.g., NSAID such as indomethacin or colchicine for acute attack), ensure synovial fluid was sent for bacterial culture, and observe closely for clinical worsening. Do not start empiric IV antibiotics or perform surgical irrigation unless cultures or the clinical course indicate infection (fever, hemodynamic instability, rising pain/effusion or WBCs).","Apply ice, and initiate treatment with ibuprofen",True,CORRECT
"A 2-day-old premature infant is evaluated for petechiae and persistent subcutaneous bruising. Delivery was uncomplicated. The newborn’s vital sign include a temperature of 39.0°C (102.2°F), heart rate of 180/min, respiratory rate of 54/min, and blood pressure of 60/30 mm Hg. Physical examination reveals dullness to percussion over the bilateral thoracic bases. A chest radiograph indicates pulmonary hemorrhage. Laboratory finding are as follows: | Test | Result | | --- | --- | | Hemoglobin | 13.2 g/dL | | Hematocrit | 41% | | Leukocyte count | 5,200/mm3 | | Neutrophils | 45% | | Bands | 3% | | Eosinophils | 1% | | Basophils | 0% | | Lymphocytes | 44% | | Monocytes | 2% | | Platelet count | 195,000/mm3 | Coagulation studies show: | Test | Result | | --- | --- | | Partial thromboplastin time (activated) | 49 s | | Prothrombin time/INR | 19 s/1.92 | | Reticulocyte count | 2.5% | | Thrombin time | < 2 s deviation from control | What is the most likely underlying cause of this newborn's condition?","Vitamin K deficiency (hemorrhagic disease of the newborn) — inadequate neonatal vitamin K → impaired gamma‑carboxylation of glutamate residues on factors II, VII, IX, X (and proteins C/S), causing prolonged PT (and with severe deficiency aPTT) with normal thrombin time and platelets. Prematurity and lack of prophylactic vitamin K explain presentation.",Disseminated intravascular coagulation,False,WRONG
"A 16-year-old male presents for a preparticipation physical evaluation for high school basketball. He is asymptomatic, with no limitations in physical activity, abnormal growth, or development. His family history is notable for a younger brother diagnosed with bicuspid aortic valve (BAV) during evaluation of an innocent murmur, but there is no history of heart disease, sudden cardiac death, or unexplained death in other family members. On examination, his heart rate is 72 beats per minute, oxygen saturation is 98%, and blood pressure is 112/68 mm Hg in the right upper extremity and 128/76 mm Hg in the right lower extremity. His height is 183 cm (90th percentile), weight is 59 kg (41st percentile), and BMI is 23.6. Physical examination reveals a regular heart rate and rhythm with no murmur, click, or gallop. Brachial and femoral pulses are 2+ bilaterally without brachiofemoral delay. What is the most appropriate next step for this patient?",Obtain a screening transthoracic echocardiogram to evaluate for bicuspid aortic valve and associated aortopathy — first‑degree relatives of a patient with BAV should be screened even if asymptomatic.,Obtain an echocardiogram,True,CORRECT
"A 67-year-old male patient is brought to the emergency department following a suicide attempt involving wrist lacerations. He was found by his grandson and resuscitated en route to the hospital. His medical history includes ischemic heart disease and depression. On arrival, his pulse is weak, and he is incoherent. His temperature is 98.2°F (36.8°C), blood pressure is 107/48 mmHg, pulse is 160/min, respirations are 14/min, and oxygen saturation is 99% on room air. After receiving 3 units of blood products, his blood pressure improves to 127/55 mmHg. During the physical examination, the patient reports numbness around his mouth and pain at the wrist laceration sites. Which laboratory finding is most likely in this patient?","Hypocalcemia — specifically a low serum ionized Ca2+ level (transfusion-related citrate chelation causing hypocalcemia, which can produce perioral numbness and paresthesias).",Hypomagnesemia,False,WRONG
"A 39-year-old female presents to the emergency department with fever (101.2°F/38.4°C), cough producing yellow sputum, and progressive dyspnea on exertion that developed after flu-like symptom one week ago. Her medical history includes hospitalization for pneumonia 4 months ago, bacteremia 6 weeks ago, and past IV heroin use (last use 3 years ago). Vital sign show BP 104/70 mmHg, pulse 102/min, and respirations 20/min. Physical exam reveals coarse breath sounds over the right lower lung field, a soft 1/6 systolic flow murmur at the first right intercostal space, splenomegaly, and tender wrists and fingers with limited range of motion that improves throughout the day. Which laboratory finding would most likely be present in this patient?","Marked neutropenia (leukopenia with a low absolute neutrophil count) — classic for Felty syndrome (RA + splenomegaly → neutropenia), explaining recurrent bacterial infections.",Neutropenia,True,CORRECT
"A 66-year-old male presents to the emergency department with complaints of abdominal pain, nausea, and vomiting. He reports diffuse abdominal tenderness. His medical history includes diabetic nephropathy, hypertension, dyslipidemia, depression, and morbid obesity. He is also undergoing treatment for a genital herpes outbreak. His vital sign are as follows: temperature 99.0°F (37.2°C), blood pressure 184/102 mmHg, pulse 89/min, respirations 18/min, and oxygen saturation 98% on room air. On physical examination, he is noted to be obese but in no acute distress. A CT scan of the abdomen with contrast reveals no abnormalities. The patient is admitted for observation, and his abdominal pain improves following an enema and multiple bowel movements. Evening lab results are as follows: Serum: Na+: 141 mEq/L Cl-: 99 mEq/L K+: 4.8 mEq/L HCO3-: 11 mEq/L BUN: 65 mg/dL Glucose: 177 mg/dL Creatinine: 3.1 mg/dL (baseline: 2.8 mg/dL) Which is the most likely cause of this patient’s laboratory abnormalities?",Anion gap = 141 − (99 + 11) = 31 → high‑anion‑gap metabolic acidosis. BUN 65 and creatinine acutely up from baseline (2.8 → 3.1) indicate acute on chronic renal failure. The most likely cause is acyclovir-induced crystalline nephropathy (herpes treatment) producing AKI with uremic (high‑AG) metabolic acidosis in a patient with preexisting CKD.,Metformin,False,WRONG
"A 19-year-old male is brought to the emergency department by ambulance due to altered mental status and persistent seizure activity. He had been drinking alcohol with friends for several hours when they noticed his absence. He was found unresponsive, lying prone in the backyard surrounded by vomit. Despite receiving two doses of intravenous lorazepam, his tonic extension and rhythmic jerking of the limbs have continued. His finger-stick glucose is normal. Vital sign include a temperature of 37.2°C (99°F), pulse of 80/min, respirations of 12/min, blood pressure of 120/80, and oxygen saturation of 85% on room air. On examination, his eyes are open and deviated upward, he is unresponsive to verbal or painful stimuli, and pulmonary finding include decreased breath sounds and crackles throughout. His upper extremities are flexed, and his lower extremities are extended with rhythmic jerking in both. After receiving a bolus of levetiracetam, which test is most likely to confirm the underlying cause of his seizure activity?",A chest radiograph (upright chest x-ray) — to look for aspiration pneumonitis (classically dependent right lower‑lobe/segmental infiltrates) causing hypoxemia that precipitated the seizures.,Brain magnetic resonance imaging (MRI) without contrast,False,WRONG
"A 39-year-old woman visits her primary care physician with a 3-week history of worsening fatigue. She reports feeling less energetic and unable to complete her usual morning walks. She began a vegan diet 3 months ago and has experienced heavy menstrual bleeding since having a copper intrauterine device placed 6 months ago. She also complains of mild joint pain. On physical examination, conjunctival pallor is noted, but no murmurs or respiratory abnormalities are present. Laboratory results are as follows: Hemoglobin: 8.2 g/dL Mean corpuscular volume: 87 fL Lactate dehydrogenase: 52 U/L Ferritin: 77 ng/mL Erythropoietin: 51 IU/L (normal 5-35 IU/L) Which is the most likely cause of this patient's symptom?","Most likely iron‑deficiency anemia due to chronic blood loss from heavy menstrual bleeding (copper IUD). The low hemoglobin with a normocytic MCV can be seen early in iron deficiency, and the elevated erythropoietin reflects an appropriate marrow response to anemia; her vegan diet and ongoing menstrual loss support chronic iron depletion despite a mid‑range ferritin.",Viral infection,False,WRONG
"A 32-year-old male presents to the clinic with a 4-day history of right foot pain. He denies any direct trauma to the foot but reports training for a marathon and running 3–4 miles daily. The pain intensifies following his training sessions. On physical examination, the patient appears comfortable and not in acute distress. However, tenderness is noted along the bottom of the foot, and the lateral edge of the navicular glides toward the plantar surface. Which dysfunction is most likely responsible for these finding?",Posterior tibialis tendon dysfunction (tibialis posterior tendinopathy) — loss of medial arch support allowing the navicular to plantar-drop (plantar/lateral glide) causing medial/plantar foot pain.,Transverse arch,False,WRONG
