index,question,options,solution_idx,solution_text,question_tone,default,alternative,default_correct,correct_a,correct_b,correct_c,correct_d
10,"I am a 59-year-old male who recently visited my primary care physician due to feelings of fatigue. Although I generally consider myself healthy, I've noticed some concerning changes, including unexpected weight loss, abdominal pain, and a persistent sense of fatigue. 

My medical history includes anxiety and diabetes, and I previously suffered a foot fracture after tripping. Additionally, I had a recent cold that caused me to miss work for a week. My current medications include metformin, insulin, buspirone, vitamin D, calcium, and sodium docusate. 

During my appointment, the doctor noted my vital signs: a temperature of 99.5°F, blood pressure at 150/100 mmHg, a pulse of 90 beats per minute, and respirations at 18 per minute, with oxygen saturation at 98% on room air. The physical exam showed that I appeared calm, though a mild systolic murmur was detected in the left upper sternal region. Otherwise, the exam was unremarkable.

Given these symptoms and findings, my physician is considering various diagnoses related to my elevated leukocyte count and other factors. I am awaiting further evaluation to determine the most likely cause of my symptoms.",A. Myelodysplastic syndrome B. Polycythemia vera C. Chronic lymphocytic leukemia D. Primary myelofibrosis E. Leukemoid reaction F. Essential thrombocythemia G. Chronic myeloid leukemia H. Acute myeloid leukemia I. Chronic myelogenous leukemia J. Paraneoplastic leukocytosis,E,Leukemoid reaction,neutral,"Given your symptoms of fatigue, unexpected weight loss, abdominal pain, and elevated leukocyte count, along with your medical history of diabetes and anxiety, several potential diagnoses could be considered. The combination of these factors raises concern for possible underlying conditions such as an infection, malignancy, or metabolic issues related to your diabetes.

The mild systolic murmur and elevated blood pressure may also suggest cardiovascular involvement, which could be related to your overall health status. It's crucial to follow up on the further evaluations your physician has planned, which may include blood tests, imaging studies, or referrals to specialists, to pinpoint the exact cause of your symptoms. In the meantime, maintaining regular communication with your healthcare provider about any changes in your condition is essential.",Leukemoid reaction,False,True,False,False,False
11,"I was assessed in the labor and delivery unit shortly after my birth, which took place at 37 weeks of gestation. I experienced feeding difficulties, rapid breathing, and had a bluish-grey skin discoloration. My mother, who had irregular prenatal care, reported no drug use during her pregnancy.

Upon examination, my temperature was recorded at 98.2 ºF, with a blood pressure of 70/40 mmHg and a pulse rate of 170 beats per minute. My respiratory rate was noted to be 56 breaths per minute. The physical examination indicated that I was lethargic and cyanotic, and there was evidence of jugular venous distention.

During chest auscultation, the medical team observed tachypnea, a single second heart sound, and a continuous murmur. A chest X-ray revealed reduced pulmonary vascular markings, while an electrocardiogram showed tall P-waves in lead II and low-amplitude R-waves in leads V1-V3. 

These findings led the medical team to consider possible congenital cardiac anomalies that could explain my symptoms.",A. Total anomalous pulmonary venous return B. Complete transposition of the great arteries C. Isolated opening in membranous interventricular septum D. Persistent truncus arteriosus E. Enclosed muscular floor within the right atrium F. Pulmonary venous drainage into the right atrium G. Proximal atrialization of the right ventricle H. Severe tricuspid valve regurgitation I. Right ventricular hypertrophy with pulmonary stenosis J. Hypoplastic left heart syndrome,E,Enclosed muscular floor within the right atrium,neutral,"Based on the symptoms and findings described, the most likely diagnosis is **tricuspid atresia**. The key indicators supporting this diagnosis include:

- **Cyanosis and lethargy**: Suggestive of inadequate oxygenation.
- **Jugular venous distention**: Indicates right heart failure or volume overload.
- **Continuous murmur**: Often associated with collateral circulation or shunting.
- **Chest X-ray findings**: Reduced pulmonary vascular markings suggest decreased blood flow to the lungs, which is consistent with tricuspid atresia.
- **ECG findings**: Tall P-waves in lead II and low-amplitude R-waves in leads V1-V3 can indicate right atrial enlargement and poor right ventricular",Enclosed muscular floor within the right atrium,False,False,False,False,False
12,"During my recent review of various medical conditions, I focused on those linked to bone enlargement. I explored several options, including lytic Paget disease, osteochondroma, osteoid osteoma, fibrous dysplasia, melorheostosis, Type II neurofibromatosis, hyperparathyroidism, giant cell tumor, osteopetrosis, and aneurysmal bone cyst. Each condition presented unique characteristics, but I aimed to identify the specific one associated with bone enlargement.

As I analyzed the information, I noted that lytic Paget disease is known for its impact on bone structure, causing enlargement and deformities. In contrast, osteochondroma is a benign growth that can also lead to changes in bone size. I considered osteoid osteoma and fibrous dysplasia as well, but their primary effects differ from pure enlargement. Melorheostosis and Type II neurofibromatosis have distinct presentations that do not solely focus on enlargement. Hyperparathyroidism can lead to bone changes, but its overall impact is more generalized. The giant cell tumor and osteopetrosis also came to mind, but their associations with enlargement vary.

Ultimately, my inquiry led me to recognize the complexity of these conditions and their effects on bone structure, particularly the notable enlargement seen in lytic Paget disease and osteochondroma.",A. Lytic Paget disease B. Osteochondroma C. Osteoid osteoma D. Fibrous dysplasia E. Melorheostosis F. Type II neurofibromatosis G. Hyperparathyroidism H. Giant cell tumor I. Osteopetrosis J. Aneurysmal bone cyst,C,Osteoid osteoma,neutral,"The condition most specifically associated with bone enlargement is **lytic Paget disease**. It is characterized by abnormal bone remodeling, leading to enlarged and deformed bones. While osteochondroma can also cause changes in bone size, Paget disease is more prominently linked to significant enlargement and structural changes.",Osteoid osteoma,False,False,False,False,False
13,"I am a 45-year-old man who recently experienced a 2-day history of headache and exertional breathlessness. During this time, I had two episodes of vomiting and noticed that I was unable to urinate. For the past two years, I have been dealing with progressive pain and stiffness in my fingers. I do not have a history of serious illness, and I do not take any medications, smoke, or use alcohol.

When I sought medical attention, I felt moderately distressed. My temperature was recorded at 37.2°C (98.9°F), my pulse was 88 beats per minute, and my respirations were at 24 per minute. My blood pressure was measured at 170/100 mm Hg, and my oxygen saturation on room air was 91%. The physical examination revealed pallor, 2+ pretibial edema, and jugular venous distention. There was also coarse and thickened skin on my arms, chest, and upper back, along with diffuse hyperpigmentation and hypopigmented patches with perifollicular hypopigmentation. I had contractures in my proximal interphalangeal joints. Upon auscultation of my chest, diffuse crackles were noted, with dullness to percussion and decreased breath sounds at the lung bases. My cardiac examination showed normal S1 and S2 with an S3 gallop at the apex.",A. Elevated anti-RNA polymerase III antibodies B. Decreased serum complement concentration C. Increased anti-CCP antibody titers D. Increased anticentromere antibody titers E. Decreased serum haptoglobin concentration F. Increased serum aldosterone levels G. Elevated anti-Scl-70 antibodies H. Elevated anti-PM/Scl antibodies I. Increased serum erythropoietin levels J. Increased serum ferritin concentration,E,Decreased serum haptoglobin concentration,neutral,"The symptoms and findings you describe are suggestive of systemic sclerosis (scleroderma), particularly the limited form, which can lead to pulmonary complications and renal involvement. The progressive pain and stiffness in your fingers, along with skin changes (coarse, thickened skin, hyperpigmentation, and contractures), are characteristic of this condition. The exertional breathlessness, crackles on lung auscultation, and signs of heart failure (S3 gallop) indicate possible pulmonary fibrosis and cardiac involvement. The inability to urinate and hypertension may suggest renal crisis, which can occur in scleroderma. Immediate evaluation and management by a rheumatologist and possibly a nephrologist are warranted.",Decreased serum haptoglobin concentration,False,False,False,False,False
14,"I took my 2-month-old son to his routine health maintenance visit. During the examination, the healthcare provider noted that his growth and development were on track, with his height and weight at the 50th percentile, which was consistent with previous measurements. However, I learned that his head circumference had increased significantly to the 90th percentile from the 50th percentile recorded at his newborn visit. 

The provider observed that his head appeared elongated and narrow, featuring a prominent occiput and broad forehead. Importantly, there were no facial dysmorphic features present, and the rest of the physical examination was unremarkable. 

The healthcare provider discussed the next steps, considering the changes in my son’s head circumference. I was presented with several options for initial management, including increased time in the prone position while monitored, measuring parental head circumferences to check for familial macrocephaly, referral to a physical therapist for positional head shape issues, and other evaluations such as cranial ultrasound or MRI. 

Ultimately, I was advised that the most appropriate course of action would be to observe his head circumference and plan for a reevaluation in one month, unless any concerning symptoms presented themselves in the meantime. This approach gave me reassurance while we monitored his growth.",A. Increased time in the prone position while awake and monitored B. Measurement of parental head circumferences to assess for familial macrocephaly C. Referral to a physical therapist to address positional head shape deformities D. Cranial ultrasound to assess for hydrocephalus E. MRI of the brain to evaluate intracranial structures F. Observation with no further intervention unless symptoms worsen G. Reevaluation of head circumference in one month H. Referral to a pediatric endocrinologist for evaluation of growth abnormalities I. Referral to craniofacial specialists J. Referral for genetic testing,I,Referral to craniofacial specialists,neutral,"The significant increase in your son's head circumference, along with the observed head shape changes, raises concerns for potential conditions such as positional plagiocephaly or other cranial abnormalities. The healthcare provider's recommendation to monitor his head circumference and plan for a reevaluation in one month is appropriate, as it allows for careful observation of any further changes. This approach balances the need for vigilance with reassurance, especially in the absence of concerning symptoms or dysmorphic features. If any unusual signs develop, further imaging or referrals can be pursued as needed.",Referral to craniofacial specialists,False,False,False,False,False
15,"I am a 15-year-old male who experienced a fall during a skateboarding competition, which led to a persistent sensation that I can only describe as ""a funny feeling in my head."" After the accident, I underwent a neurological workup, both immediately and several weeks later, but the results were negative, and I did not report any other symptoms.

During a physical examination, I was not in acute distress, and there were no visible head lacerations or abrasions. Additionally, there was no evidence of skull fractures. The neurological examination indicated that my cranial nerves II through XII were intact. 

However, during an osteopathic structural examination, it was noted that the greater wings of my sphenoid appeared to be deviated caudad, which gave them a posterior feel. This finding has led to further consideration of what might be affecting me, but I remain focused on understanding the nature of this persistent sensation in my head.",A. Suboccipital strain B. Cranial base dysfunction C. Compression D. Superior vertical strain E. Lateral strain F. Sidebending rotation G. Inferior vertical strain H. Posterior cranial base strain I. Torsion J. Sphenobasilar synchondrosis compression,D,Superior vertical strain,neutral,"The ""funny feeling"" in your head after the fall could be related to a few factors, especially given the findings from your osteopathic examination. The deviation of the greater wings of the sphenoid may suggest some cranial strain or tension, which can sometimes lead to sensations like pressure, dizziness, or altered perception. 

Even though your neurological workup was negative, it's important to consider that post-concussion symptoms can sometimes manifest subtly and may not always show up on standard tests. It might be beneficial to explore osteopathic treatment options, such as cranial manipulation, which could help alleviate any tension or misalignment contributing to your symptoms. Additionally, monitoring your symptoms over time and ensuring you have adequate rest and recovery is crucial. If the sensation persists",Superior vertical strain,False,False,False,False,True
16,"I am a 70-year-old male who has been experiencing fatigue for the past eight months. Previously, I was able to walk two miles daily, but now I find myself fatigued after less than half a mile. Climbing just one flight of stairs leaves me short of breath. My medical history includes hypertension and osteoarthritis, for which I take lisinopril, aspirin, and occasionally use Tylenol for pain relief.

I have not noticed any weight loss, and I do not see blood in my stool or urine, nor do I have dark stools. The last time I had a colonoscopy was eight years ago, during which benign polyps were removed. 

When my vital signs were taken, my temperature was recorded at 37.2°C (98.9°F), my pulse was 110 beats per minute, my respiratory rate was 16 breaths per minute, and my blood pressure was 132/87 mmHg. During the physical examination, the doctor noted conjunctival pallor, pale nail beds, and dry skin. Although my lungs were clear upon examination, I was found to have tachycardia with a regular rhythm. The abdominal exam appeared normal. 

Given these symptoms and findings, I am now considering the most appropriate next step in managing my condition.",A. CT scan abdomen B. Capsule endoscopy C. Esophagogastroduodenoscopy (EGD) D. Reticulocyte count analysis E. Packed red blood cell transfusion F. Colonoscopy G. Bone marrow biopsy H. Oral iron supplementation I. Peripheral blood smear J. IV iron supplementation,F,Colonoscopy,neutral,"Given your symptoms of fatigue, shortness of breath, tachycardia, and physical findings of pallor, it is important to evaluate for anemia, which could explain your fatigue and exertional dyspnea. The next appropriate step in managing your condition would be to perform a complete blood count (CBC) to assess your hemoglobin levels and other blood parameters. This will help determine if anemia is present and guide further management.",Colonoscopy,False,False,False,False,True
17,"I am a 65-year-old woman who recently experienced mild shortness of breath and a chronic, nonproductive cough. I have generally been in good health, have never smoked, and have completed all recommended cancer screenings for my age. 

When I sought medical attention, my vital signs were normal, and my oxygen saturation was measured at 95% while breathing room air. A chest X-ray was performed, which showed a moderate left pleural effusion but no additional abnormalities.

To further investigate, I underwent a procedure called thoracentesis. This procedure yielded a thin, light-green fluid. The subsequent analysis of the fluid provided several parameters, and while the Gram stain and acid-fast bacilli smear did not show any organisms, the cytology revealed slender, elongated, spindle-shaped cells.

I am now considering what additional physical examination finding might be present in my case. Given the circumstances surrounding my symptoms and the results of the thoracentesis, I reflect on the potential physical findings that could be relevant to my condition.","A. Sclerodactyly with skin tightening B. Joint hypermobility with skin hyperextensibility C. Gottron's papules over the knuckles D. Raynaud's phenomenon with digital ulcers E. Scattered, seborrheic keratoses over the chest and back F. Clubbing of the digits G. Synovitis of the metacarpophalangeal joints and subcutaneous nodules H. Erythema nodosum on the shins I. Morning stiffness in the proximal interphalangeal joints J. Butterfly rash across the nasal bridge",G,Synovitis of the metacarpophalangeal joints and subcutaneous nodules,neutral,"Given your symptoms, the presence of a moderate left pleural effusion, and the cytology findings of slender, elongated, spindle-shaped cells, it is likely that you may have a pleural effusion related to a malignancy, possibly mesothelioma or another type of cancer. 

In terms of additional physical examination findings, you might expect to find decreased breath sounds on the left side upon auscultation of the lungs, as well as dullness to percussion over the area of the effusion. These findings would be consistent with the presence of fluid in the pleural space. Additionally, you may have signs of respiratory distress or use of accessory muscles if the shortness of breath worsens.",Synovitis of the metacarpophalangeal joints and subcutaneous nodules,False,False,False,False,True
18,"I am a 75-year-old man with a medical history that includes hypertension, type 2 diabetes, and coronary artery disease. Over the past two months, I have experienced progressively worsening shortness of breath. I have a significant smoking history, totaling 45 pack-years, and I briefly lived outside the U.S. during my military service in Germany.

During my recent examination, I was afebrile with a respiratory rate of 22 breaths per minute and a heart rate of 110 beats per minute. My blood pressure measured 108/73 mm Hg, and my oxygen saturation was 88% on room air. I felt uncomfortable and was breathing rapidly. The examination revealed diminished breath sounds and dullness to percussion in the lower third of my left lung field, while my right lung sounded clear.

A chest CT with intravenous contrast identified a large left pleural effusion without pulmonary parenchymal abnormalities. A diagnostic thoracentesis was performed, yielding 1400 mL of bloody fluid. The analyses of the pleural fluid showed various cell counts, but tests for malignancy and infections returned negative.

Given these findings, I am now considering the most appropriate next step to determine the cause of my pleural effusion.",A. Pleural fluid amylase measurement B. Positron emission tomography (PET) scan C. Closed pleural biopsy D. Serum protein electrophoresis E. Bronchoscopy F. Interferon-gamma release assay of blood G. Repeat thoracentesis with cytopathologic study H. Pleural fluid flow cytometry I. Video-assisted thoracoscopic surgery (VATS) J. Echocardiography,G,Repeat thoracentesis with cytopathologic study,neutral,"Given your history and the findings from the thoracentesis, the most appropriate next step to determine the cause of your pleural effusion would be to perform a pleural biopsy. This can help assess for potential malignancy or other underlying conditions that may not have been identified through cytology or infection tests.",Repeat thoracentesis with cytopathologic study,False,False,False,False,True
19,"I am a 9-year-old female who recently experienced shortness of breath and new-onset cyanosis. My medical history includes dextrocardia, a double inlet left ventricle with malposition of the great arteries, and pulmonary atresia. I also had an extracardiac fenestrated Fontan procedure and a left pulmonary artery patch augmentation. 

During my examination, my vital signs indicated a saturation level of 81% and a respiratory rate of 40 breaths per minute. The physical exam revealed tachycardia, a normal S1 heart sound, and a single S2 heart sound. An electrocardiogram (ECG) showed sinus rhythm, and an echocardiogram indicated normal systemic left ventricular systolic function.

Given the new onset of cyanosis, my healthcare team considered additional testing to diagnose the underlying cause. They evaluated several options, including various laboratory tests and imaging studies to gain further insight into my condition. The focus was to determine the most appropriate diagnostic approach to address my recent symptoms effectively.",A. A BNP level of 150 pg/mL B. A subcostal echocardiographic image demonstrating a mean gradient of 3 mmHg through the Fontan conduit C. A D-dimer level of 250 ng/mL D. A chest X-ray showing normal pulmonary vasculature E. A CT angiogram showing patent Fontan pathway F. An albumin of 1.8 G. An activated protein C resistance ratio of 0.3 H. A protein S level of 85% I. An antithrombin III activity of 95% J. A cardiac catheterization showing mean pulmonary artery pressure of 15 mmHg,G,An activated protein C resistance ratio of 0.3,neutral,"Given your complex congenital heart history and the recent onset of cyanosis and shortness of breath, the most appropriate diagnostic approach would likely involve a chest X-ray and possibly a CT angiogram of the chest. These imaging studies can help assess for any acute changes, such as pulmonary artery obstruction, shunting, or other complications related to your previous surgeries. Additionally, laboratory tests, including arterial blood gases, can provide insight into your oxygenation status and help guide further management.",An activated protein C resistance ratio of 0.3,False,False,False,False,False
